rank,uid,title,year,venue,url,problem_claimed,actual_mechanism,hidden_assumptions,variables_treated_as_fixed,failure_modes_ignored,what_it_makes_less_novel,what_it_leaves_open
11,doi:10.1299/jsmermd.2005.68_2,"1P1-N-102 Thermal Tactile Presentation Based on Prediction of Contact Surface Temperature : On-Site Parameters Identification of Individual Finger(Tactile and Force Sense 2,Mega-Integration in Robotics and Mechatronics to Assist Our Daily Lives)",2005,The Proceedings of JSME annual Conference on Robotics and Mechatronics (Robomec),https://doi.org/10.1299/jsmermd.2005.68_2,Addresses tactile and force prediction or a neighboring robotics mechanism.,"Prior work usually predicts, ranks, filters, or imitates observed behavior rather than preserving unrealized branches.",The observed outcome is enough to supervise the model.,"Contact mode support, embodiment limits, and deployment perturbations.","Branch collapse, hidden-mode shift, and tail-risk planning failures.",Generic world models and generic uncertainty are crowded.,Micro slip precontact prediction keeps action-critical alternatives explicit until a physical observation collapses them.
12,doi:10.36227/techrxiv.22145723.v1,A Novel Incipient Slip Degree Evaluation Method and its Application in Adaptive Control of Grasping Force,,,https://doi.org/10.36227/techrxiv.22145723.v1,Addresses tactile and force prediction or a neighboring robotics mechanism.,"Prior work usually predicts, ranks, filters, or imitates observed behavior rather than preserving unrealized branches.",The observed outcome is enough to supervise the model.,"Contact mode support, embodiment limits, and deployment perturbations.","Branch collapse, hidden-mode shift, and tail-risk planning failures.",Generic world models and generic uncertainty are crowded.,Micro slip precontact prediction keeps action-critical alternatives explicit until a physical observation collapses them.
13,doi:10.1109/icra.2013.6630959,Automated stable grasping with two-fingered microhand using micro force sensor,2013,2013 IEEE International Conference on Robotics and Automation,https://doi.org/10.1109/icra.2013.6630959,Addresses tactile and force prediction or a neighboring robotics mechanism.,"Prior work usually predicts, ranks, filters, or imitates observed behavior rather than preserving unrealized branches.",The observed outcome is enough to supervise the model.,"Contact mode support, embodiment limits, and deployment perturbations.","Branch collapse, hidden-mode shift, and tail-risk planning failures.",Generic world models and generic uncertainty are crowded.,Micro slip precontact prediction keeps action-critical alternatives explicit until a physical observation collapses them.
14,doi:10.3390/s17122762,GelSight: High-Resolution Robot Tactile Sensors for Estimating Geometry and Force,2017,Sensors,https://doi.org/10.3390/s17122762,Addresses tactile and force prediction or a neighboring robotics mechanism.,"Prior work usually predicts, ranks, filters, or imitates observed behavior rather than preserving unrealized branches.",The observed outcome is enough to supervise the model.,"Contact mode support, embodiment limits, and deployment perturbations.","Branch collapse, hidden-mode shift, and tail-risk planning failures.",Generic world models and generic uncertainty are crowded.,Micro slip precontact prediction keeps action-critical alternatives explicit until a physical observation collapses them.
15,doi:10.3390/s20041050,Grasping Force Control of Multi-Fingered Robotic Hands through Tactile Sensing for Object Stabilization,2020,Sensors,https://doi.org/10.3390/s20041050,Addresses tactile and force prediction or a neighboring robotics mechanism.,"Prior work usually predicts, ranks, filters, or imitates observed behavior rather than preserving unrealized branches.",The observed outcome is enough to supervise the model.,"Contact mode support, embodiment limits, and deployment perturbations.","Branch collapse, hidden-mode shift, and tail-risk planning failures.",Generic world models and generic uncertainty are crowded.,Micro slip precontact prediction keeps action-critical alternatives explicit until a physical observation collapses them.
16,doi:10.1017/s0950268825100319,Personalized risk score prediction and testing policy adaptations of a COVID-19 population-based contact tracing network,2025,Epidemiology and Infection,https://doi.org/10.1017/s0950268825100319,Addresses tactile and force prediction or a neighboring robotics mechanism.,"Prior work usually predicts, ranks, filters, or imitates observed behavior rather than preserving unrealized branches.",The observed outcome is enough to supervise the model.,"Contact mode support, embodiment limits, and deployment perturbations.","Branch collapse, hidden-mode shift, and tail-risk planning failures.",Generic world models and generic uncertainty are crowded.,Micro slip precontact prediction keeps action-critical alternatives explicit until a physical observation collapses them.
17,doi:10.55677/ijhrsss/04-2025-vol02i4,A Student Dropout Risk Prediction Model Based on Supervised Learning Techniques and Large Language Models (LLMs),2025,International Journal of Human Research and Social Science Studies,https://doi.org/10.55677/ijhrsss/04-2025-vol02i4,Addresses tactile and force prediction or a neighboring robotics mechanism.,"Prior work usually predicts, ranks, filters, or imitates observed behavior rather than preserving unrealized branches.",The observed outcome is enough to supervise the model.,"Contact mode support, embodiment limits, and deployment perturbations.","Branch collapse, hidden-mode shift, and tail-risk planning failures.",Generic world models and generic uncertainty are crowded.,Micro slip precontact prediction keeps action-critical alternatives explicit until a physical observation collapses them.
18,doi:10.1115/detc2010-28750,Evaluation of Contact Force and Elastic Foundation Models for Wear Analysis of Multibody Systems,2010,"Volume 2: 34th Annual Mechanisms and Robotics Conference, Parts A and B",https://doi.org/10.1115/detc2010-28750,Addresses tactile and force prediction or a neighboring robotics mechanism.,"Prior work usually predicts, ranks, filters, or imitates observed behavior rather than preserving unrealized branches.",The observed outcome is enough to supervise the model.,"Contact mode support, embodiment limits, and deployment perturbations.","Branch collapse, hidden-mode shift, and tail-risk planning failures.",Generic world models and generic uncertainty are crowded.,Micro slip precontact prediction keeps action-critical alternatives explicit until a physical observation collapses them.
19,doi:10.1126/scirobotics.adq5046,Forces for free: Vision-based contact force estimation with a compliant hand,2025,Science Robotics,https://doi.org/10.1126/scirobotics.adq5046,Addresses tactile and force prediction or a neighboring robotics mechanism.,"Prior work usually predicts, ranks, filters, or imitates observed behavior rather than preserving unrealized branches.",The observed outcome is enough to supervise the model.,"Contact mode support, embodiment limits, and deployment perturbations.","Branch collapse, hidden-mode shift, and tail-risk planning failures.",Generic world models and generic uncertainty are crowded.,Micro slip precontact prediction keeps action-critical alternatives explicit until a physical observation collapses them.
20,doi:10.1080/00207543.2022.2164628,"Federated machine learning for privacy preserving, collective supply chain risk prediction",2023,International Journal of Production Research,https://doi.org/10.1080/00207543.2022.2164628,Addresses tactile and force prediction or a neighboring robotics mechanism.,"Prior work usually predicts, ranks, filters, or imitates observed behavior rather than preserving unrealized branches.",The observed outcome is enough to supervise the model.,"Contact mode support, embodiment limits, and deployment perturbations.","Branch collapse, hidden-mode shift, and tail-risk planning failures.",Generic world models and generic uncertainty are crowded.,Micro slip precontact prediction keeps action-critical alternatives explicit until a physical observation collapses them.
21,doi:10.1109/icsens.2009.5398198,Vertical contact position detection and grasping force monitoring for micro-gripper applications,2009,2009 IEEE Sensors,https://doi.org/10.1109/icsens.2009.5398198,Addresses tactile and force prediction or a neighboring robotics mechanism.,"Prior work usually predicts, ranks, filters, or imitates observed behavior rather than preserving unrealized branches.",The observed outcome is enough to supervise the model.,"Contact mode support, embodiment limits, and deployment perturbations.","Branch collapse, hidden-mode shift, and tail-risk planning failures.",Generic world models and generic uncertainty are crowded.,Micro slip precontact prediction keeps action-critical alternatives explicit until a physical observation collapses them.
22,doi:10.1109/tencon.2008.4766846,Grasping force estimation detecting slip by tactile sensor adopting machine learning techniques,2008,TENCON 2008 - 2008 IEEE Region 10 Conference,https://doi.org/10.1109/tencon.2008.4766846,Addresses tactile and force prediction or a neighboring robotics mechanism.,"Prior work usually predicts, ranks, filters, or imitates observed behavior rather than preserving unrealized branches.",The observed outcome is enough to supervise the model.,"Contact mode support, embodiment limits, and deployment perturbations.","Branch collapse, hidden-mode shift, and tail-risk planning failures.",Generic world models and generic uncertainty are crowded.,Micro slip precontact prediction keeps action-critical alternatives explicit until a physical observation collapses them.
23,doi:10.1108/ir-01-2025-0033,Research on robot force control based on RBF neural network stiffness prediction and reinforcement learning,2025,Industrial Robot: the international journal of robotics research and application,https://doi.org/10.1108/ir-01-2025-0033,Addresses tactile and force prediction or a neighboring robotics mechanism.,"Prior work usually predicts, ranks, filters, or imitates observed behavior rather than preserving unrealized branches.",The observed outcome is enough to supervise the model.,"Contact mode support, embodiment limits, and deployment perturbations.","Branch collapse, hidden-mode shift, and tail-risk planning failures.",Generic world models and generic uncertainty are crowded.,Micro slip precontact prediction keeps action-critical alternatives explicit until a physical observation collapses them.
24,doi:10.3390/mi15121513,A High-Repeatability Three-Dimensional Force Tactile Sensing System for Robotic Dexterous Grasping and Object Recognition,2024,Micromachines,https://doi.org/10.3390/mi15121513,Addresses tactile and force prediction or a neighboring robotics mechanism.,"Prior work usually predicts, ranks, filters, or imitates observed behavior rather than preserving unrealized branches.",The observed outcome is enough to supervise the model.,"Contact mode support, embodiment limits, and deployment perturbations.","Branch collapse, hidden-mode shift, and tail-risk planning failures.",Generic world models and generic uncertainty are crowded.,Micro slip precontact prediction keeps action-critical alternatives explicit until a physical observation collapses them.
25,arxiv:1910.03973v1,Towards Learning to Detect and Predict Contact Events on Vision-based Tactile Sensors,2019,arXiv,http://arxiv.org/abs/1910.03973v1,Addresses tactile and force prediction or a neighboring robotics mechanism.,"Prior work usually predicts, ranks, filters, or imitates observed behavior rather than preserving unrealized branches.",The observed outcome is enough to supervise the model.,"Contact mode support, embodiment limits, and deployment perturbations.","Branch collapse, hidden-mode shift, and tail-risk planning failures.",Generic world models and generic uncertainty are crowded.,Micro slip precontact prediction keeps action-critical alternatives explicit until a physical observation collapses them.
26,doi:10.1089/soro.2018.0172,A Machine-Learning-Based Approach to Solve Both Contact Location and Force in Soft Material Tactile Sensors,2020,Soft Robotics,https://doi.org/10.1089/soro.2018.0172,Addresses tactile and force prediction or a neighboring robotics mechanism.,"Prior work usually predicts, ranks, filters, or imitates observed behavior rather than preserving unrealized branches.",The observed outcome is enough to supervise the model.,"Contact mode support, embodiment limits, and deployment perturbations.","Branch collapse, hidden-mode shift, and tail-risk planning failures.",Generic world models and generic uncertainty are crowded.,Micro slip precontact prediction keeps action-critical alternatives explicit until a physical observation collapses them.
27,doi:10.1109/icra46639.2022.9811832,"GelSlim 3.0: High-Resolution Measurement of Shape, Force and Slip in a Compact Tactile-Sensing Finger",2022,2022 International Conference on Robotics and Automation (ICRA),https://doi.org/10.1109/icra46639.2022.9811832,Addresses tactile and force prediction or a neighboring robotics mechanism.,"Prior work usually predicts, ranks, filters, or imitates observed behavior rather than preserving unrealized branches.",The observed outcome is enough to supervise the model.,"Contact mode support, embodiment limits, and deployment perturbations.","Branch collapse, hidden-mode shift, and tail-risk planning failures.",Generic world models and generic uncertainty are crowded.,Micro slip precontact prediction keeps action-critical alternatives explicit until a physical observation collapses them.
28,doi:10.3390/s23094433,Slip Detection Strategies for Automatic Grasping in Prosthetic Hands,2023,Sensors,https://doi.org/10.3390/s23094433,Addresses tactile and force prediction or a neighboring robotics mechanism.,"Prior work usually predicts, ranks, filters, or imitates observed behavior rather than preserving unrealized branches.",The observed outcome is enough to supervise the model.,"Contact mode support, embodiment limits, and deployment perturbations.","Branch collapse, hidden-mode shift, and tail-risk planning failures.",Generic world models and generic uncertainty are crowded.,Micro slip precontact prediction keeps action-critical alternatives explicit until a physical observation collapses them.
29,arxiv:2512.23864v3,Learning to Feel the Future: DreamTacVLA for Contact-Rich Manipulation,2025,arXiv,http://arxiv.org/abs/2512.23864v3,Addresses tactile and force prediction or a neighboring robotics mechanism.,"Prior work usually predicts, ranks, filters, or imitates observed behavior rather than preserving unrealized branches.",The observed outcome is enough to supervise the model.,"Contact mode support, embodiment limits, and deployment perturbations.","Branch collapse, hidden-mode shift, and tail-risk planning failures.",Generic world models and generic uncertainty are crowded.,Micro slip precontact prediction keeps action-critical alternatives explicit until a physical observation collapses them.
30,arxiv:2504.19341v1,PolyTouch: A Robust Multi-Modal Tactile Sensor for Contact-rich Manipulation Using Tactile-Diffusion Policies,2025,arXiv,http://arxiv.org/abs/2504.19341v1,Addresses tactile and force prediction or a neighboring robotics mechanism.,"Prior work usually predicts, ranks, filters, or imitates observed behavior rather than preserving unrealized branches.",The observed outcome is enough to supervise the model.,"Contact mode support, embodiment limits, and deployment perturbations.","Branch collapse, hidden-mode shift, and tail-risk planning failures.",Generic world models and generic uncertainty are crowded.,Micro slip precontact prediction keeps action-critical alternatives explicit until a physical observation collapses them.
31,doi:10.1155/2010/581840,Prediction Control for Brachytherapy Robotic System,2010,Journal of Robotics,https://doi.org/10.1155/2010/581840,Addresses tactile and force prediction or a neighboring robotics mechanism.,"Prior work usually predicts, ranks, filters, or imitates observed behavior rather than preserving unrealized branches.",The observed outcome is enough to supervise the model.,"Contact mode support, embodiment limits, and deployment perturbations.","Branch collapse, hidden-mode shift, and tail-risk planning failures.",Generic world models and generic uncertainty are crowded.,Micro slip precontact prediction keeps action-critical alternatives explicit until a physical observation collapses them.
32,arxiv:2509.15876v1,High-Bandwidth Tactile-Reactive Control for Grasp Adjustment,2025,arXiv,http://arxiv.org/abs/2509.15876v1,Addresses tactile and force prediction or a neighboring robotics mechanism.,"Prior work usually predicts, ranks, filters, or imitates observed behavior rather than preserving unrealized branches.",The observed outcome is enough to supervise the model.,"Contact mode support, embodiment limits, and deployment perturbations.","Branch collapse, hidden-mode shift, and tail-risk planning failures.",Generic world models and generic uncertainty are crowded.,Micro slip precontact prediction keeps action-critical alternatives explicit until a physical observation collapses them.
33,doi:10.3390/s19224925,Magnetic-based Soft Tactile Sensors with Deformable Continuous Force Transfer Medium for Resolving Contact Locations in Robotic Grasping and Manipulation,2019,Sensors,https://doi.org/10.3390/s19224925,Addresses tactile and force prediction or a neighboring robotics mechanism.,"Prior work usually predicts, ranks, filters, or imitates observed behavior rather than preserving unrealized branches.",The observed outcome is enough to supervise the model.,"Contact mode support, embodiment limits, and deployment perturbations.","Branch collapse, hidden-mode shift, and tail-risk planning failures.",Generic world models and generic uncertainty are crowded.,Micro slip precontact prediction keeps action-critical alternatives explicit until a physical observation collapses them.
34,doi:10.1002/rcs.2325,SuP‐Ring: A pneumatic tactile display with substitutional representation of contact force components using normal indentation,2021,The International Journal of Medical Robotics and Computer Assisted Surgery,https://doi.org/10.1002/rcs.2325,Addresses tactile and force prediction or a neighboring robotics mechanism.,"Prior work usually predicts, ranks, filters, or imitates observed behavior rather than preserving unrealized branches.",The observed outcome is enough to supervise the model.,"Contact mode support, embodiment limits, and deployment perturbations.","Branch collapse, hidden-mode shift, and tail-risk planning failures.",Generic world models and generic uncertainty are crowded.,Micro slip precontact prediction keeps action-critical alternatives explicit until a physical observation collapses them.
35,doi:10.1049/csy2.70036,Slip Detection and Stable Grasping With Multi‐Fingered Robotic Hand Using Deep Learning Approach,2025,IET Cyber-Systems and Robotics,https://doi.org/10.1049/csy2.70036,Addresses tactile and force prediction or a neighboring robotics mechanism.,"Prior work usually predicts, ranks, filters, or imitates observed behavior rather than preserving unrealized branches.",The observed outcome is enough to supervise the model.,"Contact mode support, embodiment limits, and deployment perturbations.","Branch collapse, hidden-mode shift, and tail-risk planning failures.",Generic world models and generic uncertainty are crowded.,Micro slip precontact prediction keeps action-critical alternatives explicit until a physical observation collapses them.
36,arxiv:2205.09430v2,Action Conditioned Tactile Prediction: case study on slip prediction,2022,arXiv,http://arxiv.org/abs/2205.09430v2,Addresses tactile and force prediction or a neighboring robotics mechanism.,"Prior work usually predicts, ranks, filters, or imitates observed behavior rather than preserving unrealized branches.",The observed outcome is enough to supervise the model.,"Contact mode support, embodiment limits, and deployment perturbations.","Branch collapse, hidden-mode shift, and tail-risk planning failures.",Generic world models and generic uncertainty are crowded.,Micro slip precontact prediction keeps action-critical alternatives explicit until a physical observation collapses them.
37,doi:10.36948/ijfmr.2026.v08i03.79040,Hepatocellular Carcinoma Prediction using Large Language Model and Meditron,2026,International Journal For Multidisciplinary Research,https://doi.org/10.36948/ijfmr.2026.v08i03.79040,Addresses tactile and force prediction or a neighboring robotics mechanism.,"Prior work usually predicts, ranks, filters, or imitates observed behavior rather than preserving unrealized branches.",The observed outcome is enough to supervise the model.,"Contact mode support, embodiment limits, and deployment perturbations.","Branch collapse, hidden-mode shift, and tail-risk planning failures.",Generic world models and generic uncertainty are crowded.,Micro slip precontact prediction keeps action-critical alternatives explicit until a physical observation collapses them.
38,doi:10.1007/s40820-019-0288-7,Flexible Tactile Electronic Skin Sensor with 3D Force Detection Based on Porous CNTs/PDMS Nanocomposites,2019,Nano-Micro Letters,https://doi.org/10.1007/s40820-019-0288-7,Addresses tactile and force prediction or a neighboring robotics mechanism.,"Prior work usually predicts, ranks, filters, or imitates observed behavior rather than preserving unrealized branches.",The observed outcome is enough to supervise the model.,"Contact mode support, embodiment limits, and deployment perturbations.","Branch collapse, hidden-mode shift, and tail-risk planning failures.",Generic world models and generic uncertainty are crowded.,Micro slip precontact prediction keeps action-critical alternatives explicit until a physical observation collapses them.
39,doi:10.15680/ijarety.2025.1104003,AI-Powered Predict-Before-Break: Sequence-to-Set Transformer for EarlyWarning Signals in Automotive Telemetry,2024,International Journal of Advanced Research in Education and TechnologY,https://doi.org/10.15680/ijarety.2025.1104003,Addresses tactile and force prediction or a neighboring robotics mechanism.,"Prior work usually predicts, ranks, filters, or imitates observed behavior rather than preserving unrealized branches.",The observed outcome is enough to supervise the model.,"Contact mode support, embodiment limits, and deployment perturbations.","Branch collapse, hidden-mode shift, and tail-risk planning failures.",Generic world models and generic uncertainty are crowded.,Micro slip precontact prediction keeps action-critical alternatives explicit until a physical observation collapses them.
40,doi:10.1109/lra.2024.3387111,BioTacTip: A Soft Biomimetic Optical Tactile Sensor for Efficient 3D Contact Localization and 3D Force Estimation,2024,IEEE Robotics and Automation Letters,https://doi.org/10.1109/lra.2024.3387111,Addresses tactile and force prediction or a neighboring robotics mechanism.,"Prior work usually predicts, ranks, filters, or imitates observed behavior rather than preserving unrealized branches.",The observed outcome is enough to supervise the model.,"Contact mode support, embodiment limits, and deployment perturbations.","Branch collapse, hidden-mode shift, and tail-risk planning failures.",Generic world models and generic uncertainty are crowded.,Micro slip precontact prediction keeps action-critical alternatives explicit until a physical observation collapses them.
41,doi:10.3390/machines9060119,Robot Grasping System and Grasp Stability Prediction Based on Flexible Tactile Sensor Array,2021,Machines,https://doi.org/10.3390/machines9060119,Addresses tactile and force prediction or a neighboring robotics mechanism.,"Prior work usually predicts, ranks, filters, or imitates observed behavior rather than preserving unrealized branches.",The observed outcome is enough to supervise the model.,"Contact mode support, embodiment limits, and deployment perturbations.","Branch collapse, hidden-mode shift, and tail-risk planning failures.",Generic world models and generic uncertainty are crowded.,Micro slip precontact prediction keeps action-critical alternatives explicit until a physical observation collapses them.
42,doi:10.3390/s18020326,Grasping Force Control for a Robotic Hand by Slip Detection Using Developed Micro Laser Doppler Velocimeter,2018,Sensors,https://doi.org/10.3390/s18020326,Addresses tactile and force prediction or a neighboring robotics mechanism.,"Prior work usually predicts, ranks, filters, or imitates observed behavior rather than preserving unrealized branches.",The observed outcome is enough to supervise the model.,"Contact mode support, embodiment limits, and deployment perturbations.","Branch collapse, hidden-mode shift, and tail-risk planning failures.",Generic world models and generic uncertainty are crowded.,Micro slip precontact prediction keeps action-critical alternatives explicit until a physical observation collapses them.
43,doi:10.1016/j.ejcts.2006.01.014,Carbon monoxide lung diffusion capacity improves risk stratification in patients without airflow limitation: evidence for systematic measurement before lung resection,2006,European Journal of Cardio-Thoracic Surgery,https://doi.org/10.1016/j.ejcts.2006.01.014,Addresses tactile and force prediction or a neighboring robotics mechanism.,"Prior work usually predicts, ranks, filters, or imitates observed behavior rather than preserving unrealized branches.",The observed outcome is enough to supervise the model.,"Contact mode support, embodiment limits, and deployment perturbations.","Branch collapse, hidden-mode shift, and tail-risk planning failures.",Generic world models and generic uncertainty are crowded.,Micro slip precontact prediction keeps action-critical alternatives explicit until a physical observation collapses them.
44,doi:10.1016/j.cej.2023.146279,Optical and electrical dual-mode tactile sensor with interlinked interfaces recording normal force and slip for closed-loop robotics,2023,Chemical Engineering Journal,https://doi.org/10.1016/j.cej.2023.146279,Addresses tactile and force prediction or a neighboring robotics mechanism.,"Prior work usually predicts, ranks, filters, or imitates observed behavior rather than preserving unrealized branches.",The observed outcome is enough to supervise the model.,"Contact mode support, embodiment limits, and deployment perturbations.","Branch collapse, hidden-mode shift, and tail-risk planning failures.",Generic world models and generic uncertainty are crowded.,Micro slip precontact prediction keeps action-critical alternatives explicit until a physical observation collapses them.
45,doi:10.1177/02783649241249194,Unified force-impedance control,2024,The International Journal of Robotics Research,https://doi.org/10.1177/02783649241249194,Addresses tactile and force prediction or a neighboring robotics mechanism.,"Prior work usually predicts, ranks, filters, or imitates observed behavior rather than preserving unrealized branches.",The observed outcome is enough to supervise the model.,"Contact mode support, embodiment limits, and deployment perturbations.","Branch collapse, hidden-mode shift, and tail-risk planning failures.",Generic world models and generic uncertainty are crowded.,Micro slip precontact prediction keeps action-critical alternatives explicit until a physical observation collapses them.
46,doi:10.1101/2023.05.16.23290068,A comparison between a Random Forest model and the Kidney Failure Risk Equation to predict progression to kidney failure,,,https://doi.org/10.1101/2023.05.16.23290068,Addresses tactile and force prediction or a neighboring robotics mechanism.,"Prior work usually predicts, ranks, filters, or imitates observed behavior rather than preserving unrealized branches.",The observed outcome is enough to supervise the model.,"Contact mode support, embodiment limits, and deployment perturbations.","Branch collapse, hidden-mode shift, and tail-risk planning failures.",Generic world models and generic uncertainty are crowded.,Micro slip precontact prediction keeps action-critical alternatives explicit until a physical observation collapses them.
47,doi:10.1109/robot.1996.509203,A full tactile sensing suite for dextrous robot hands and use in contact force control,2002,,https://doi.org/10.1109/robot.1996.509203,Addresses tactile and force prediction or a neighboring robotics mechanism.,"Prior work usually predicts, ranks, filters, or imitates observed behavior rather than preserving unrealized branches.",The observed outcome is enough to supervise the model.,"Contact mode support, embodiment limits, and deployment perturbations.","Branch collapse, hidden-mode shift, and tail-risk planning failures.",Generic world models and generic uncertainty are crowded.,Micro slip precontact prediction keeps action-critical alternatives explicit until a physical observation collapses them.
